stage,model,best_threshold_by_balanced_accuracy,best_balanced_accuracy,at_balanced_accuracy_precision_stress,at_balanced_accuracy_recall_stress,at_balanced_accuracy_balanced_accuracy,at_balanced_accuracy_macro_f1,best_threshold_by_macro_f1,best_macro_f1,at_macro_f1_precision_stress,at_macro_f1_recall_stress,at_macro_f1_balanced_accuracy,at_macro_f1_macro_f1,best_threshold_by_f1_stress,best_f1_stress,at_f1_stress_precision_stress,at_f1_stress_recall_stress,at_f1_stress_balanced_accuracy,at_f1_stress_macro_f1
threshold_analysis,rf_clf,0.25,0.8091507125494882,0.5709876543209876,0.7880724174653887,0.8091507125494882,0.7701402788961051,0.45,0.7865788807292986,0.6962616822429907,0.6347177848775293,0.777664235950215,0.7865788807292986,0.45,0.664066852367688,0.6962616822429907,0.6347177848775293,0.777664235950215,0.7865788807292986
threshold_analysis,logistic_robust,0.45,0.8037442788739035,0.6200716845878136,0.7369542066027689,0.8037442788739035,0.7840956926327347,0.88,0.8021770510698503,0.7380660954712362,0.6421725239616614,0.7884145062556398,0.8021770510698503,0.76,0.6890210924824229,0.7,0.678381256656017,0.7975112390150314,0.8008108958384147
threshold_analysis,lgbm_clf,0.05,0.7981885878269069,0.6142086330935251,0.7273695420660277,0.7981885878269069,0.7792996482131551,0.05,0.7792996482131551,0.6142086330935251,0.7273695420660277,0.7981885878269069,0.7792996482131551,0.05,0.6660165772793759,0.6142086330935251,0.7273695420660277,0.7981885878269069,0.7792996482131551
threshold_analysis,hgb_clf,0.05,0.7907634400734905,0.5735537190082645,0.739084132055378,0.7907634400734905,0.7623420812770763,0.4,0.7699429625872598,0.6547884187082406,0.6261980830670927,0.7657707972587372,0.7699429625872598,0.12,0.6460784313725491,0.5985467756584922,0.7018104366347178,0.7834243022868246,0.7665270052917849
