record_id,subject_id,t_center,original_index,pm_anomaly_score,pm_anomaly_score_max,feature_anomaly_score,combined_anomaly_score,anomaly_threshold,is_anomaly,target_attention,target_engagement,target_excitement,target_stress,target_relaxation,target_interest,target_focus
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,380.0,8912,0.690562815489731,2.6796900491074447,159.15366,23.457637626655075,20.37091060104527,True,0.455036,0.633886,0.424718,0.654943,0.325698,0.552328,0.550283
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,970.0,8971,1.5078834766179345,3.8867763728602176,1364.1118,204.3149454340961,20.37091060104527,True,0.3698,0.805785,0.809184,0.854697,0.505896,0.802274,0.590546
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,1000.0,8974,0.7124416556957703,1.88813852072111,138.84813,20.386853872028002,20.37091060104527,True,0.312791,0.713134,0.437549,0.605165,0.349102,0.625217,0.568393
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,1450.0,9019,0.7878575577560721,2.3500455392186974,304.42783,44.918656097803144,20.37091060104527,True,0.486066,0.396728,0.37147,0.526437,0.279385,0.389124,0.527081
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,1460.0,9020,1.7335696075998646,4.950716203895438,453.65704,69.08421403286903,20.37091060104527,True,0.498626,0.488127,0.999292,0.995425,0.616975,0.517178,0.61603
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,1560.0,9030,0.519459448073546,0.9712793130899701,244.68738,36.55350123165013,20.37091060104527,True,0.393598,0.558398,0.315907,0.59715,0.303652,0.454996,0.548146
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,1710.0,9045,1.253780159895302,3.166705101767728,869.76654,130.12265726051635,20.37091060104527,True,0.367462,0.615954,0.272088,0.793741,0.565011,0.705231,0.347461
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,2250.0,9099,1.1313443131532845,3.6734868213550413,402.437,60.22471378070508,20.37091060104527,True,0.470959,0.609727,0.464455,0.582429,0.334263,0.527591,0.397863
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,2470.0,9120,0.8907971723903285,3.636185313051223,988.4936,147.07831594796983,20.37091060104527,True,0.503492,0.464832,0.506733,0.71632,0.318755,0.528753,0.552382
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,2960.0,9169,0.5743753719317262,1.3087376517297498,227.2198,33.838427224831605,20.37091060104527,True,0.514072,0.617211,0.433888,0.419999,0.150057,0.396194,0.544249
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,2970.0,9170,1.2918726689968085,4.923356181682516,237.99316,36.04349852150329,20.37091060104527,True,0.453814,0.590464,0.720993,0.886776,0.532457,0.60687,0.562275
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,2990.0,9172,0.9591337239061292,2.7906840647322846,383.60355,57.06730255975536,20.37091060104527,True,0.422374,0.559965,0.832846,0.863046,0.529245,0.639377,0.626697
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,3420.0,9215,1.3718863009882036,3.0679119884578157,395.94153,59.74630330305672,20.37091060104527,True,0.244986,0.601685,0.780143,0.84319,0.675684,0.644497,0.554474
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,3470.0,9217,1.6723511480494504,6.22125210576817,214.85866,33.370142629735255,20.37091060104527,True,0.524562,0.339323,0.984434,0.894318,0.697059,0.849731,0.824294
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,3630.0,9233,1.1575215550096634,2.98232035402828,773.0119,115.50682879938846,20.37091060104527,True,0.284636,0.800381,0.911719,0.971078,0.691899,0.881419,0.637287
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,3640.0,9234,1.4667772699637038,3.8798629255701624,433.2698,65.50270793227837,20.37091060104527,True,0.26644,0.701584,0.999623,0.999447,0.697059,0.996604,0.720585
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,3940.0,9264,2.0725948229763036,6.418273606284932,148.95741,24.36325115778069,20.37091060104527,True,0.301867,0.537924,0.959756,0.997918,0.697059,0.720218,0.60233
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4030.0,9273,1.318894583759416,3.7519822704341155,448.5179,67.47418354858375,20.37091060104527,True,0.679217,0.576765,0.493015,0.374654,0.075858,0.420718,0.752719
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4040.0,9274,2.106709766845186,6.611671256589845,1285.604,193.83346597900794,20.37091060104527,True,0.636764,0.678109,0.973876,0.977866,0.54748,0.891875,0.75237
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4050.0,9275,1.4768267668934216,4.065431227354919,551.16724,83.09406472646246,20.37091060104527,True,0.508959,0.78465,1.0,0.999447,0.697059,0.983553,0.730608
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4070.0,9277,0.8404884224135952,2.3999028645120912,157.10416,23.069319481077585,20.37091060104527,True,0.530634,0.708935,0.831517,0.87281,0.601713,0.59918,0.795771
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4270.0,9297,1.0165666133811786,2.8983882217977293,173.07639,25.80817768705987,20.37091060104527,True,0.554619,0.585419,0.5113,0.453369,0.205975,0.400662,0.697923
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4310.0,9301,1.6340808536754041,5.650679865801349,223.2868,34.548331404979145,20.37091060104527,True,0.515888,0.803813,0.949213,0.984289,0.475187,0.698293,0.747232
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4380.0,9308,1.6495000445610575,6.569132465426181,575.60236,87.0872681106866,20.37091060104527,True,0.909421,0.900076,0.944551,0.833866,0.376231,0.969644,0.908496
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4490.0,9319,1.3942905300241182,4.1586597845284805,195.62122,29.937054934822953,20.37091060104527,True,0.609688,0.764233,0.958239,0.964727,0.694523,0.824456,0.754583
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4550.0,9325,0.7723850170223822,2.227770012026861,4423.1943,658.7847950300063,20.37091060104527,True,0.559691,0.785773,0.925318,0.843767,0.61191,0.782745,0.73919
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4570.0,9327,1.010563058508029,2.9585241414218624,450.44257,67.13337631592948,20.37091060104527,True,0.497098,0.786309,0.851067,0.967063,0.697059,0.780478,0.768097
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4580.0,9328,1.0228285613119679,3.047740676506398,212.84235,31.747464929666616,20.37091060104527,True,0.456013,0.795596,0.987797,0.982116,0.678288,0.837433,0.801387
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4640.0,9334,0.8724142562148691,3.9553675098922505,222.02023,32.80911072631875,20.37091060104527,True,0.47972,0.662986,0.796174,0.421033,0.233465,0.569644,0.776753
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4660.0,9336,1.148246347489169,3.3688842583194374,675.3129,100.92732494892678,20.37091060104527,True,0.362218,0.759521,0.970424,0.966197,0.610198,0.649113,0.807082
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4700.0,9340,0.9715997143691476,3.8142645618254347,278.2065,41.38476979242542,20.37091060104527,True,0.381479,0.684335,0.662808,0.372892,0.102272,0.440759,0.774595
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4730.0,9343,0.7091461783768589,2.216719226765279,527.4325,78.30644592875011,20.37091060104527,True,0.43917,0.644726,0.824923,0.587771,0.315126,0.552263,0.790174
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4890.0,9359,1.5281638733154308,4.564778743556042,1312.4742,196.6603970618467,20.37091060104527,True,0.328347,0.793609,0.89694,0.549583,0.142557,0.537123,0.694647
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,4900.0,9360,2.6443617632554623,7.262474246053356,339.40582,53.91073299119054,20.37091060104527,True,0.290898,0.881251,0.996739,0.998771,0.697059,0.995068,0.668919
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,5740.0,9444,1.0775369200709253,4.0980239235892295,465.79675,69.55803888551586,20.37091060104527,True,0.421482,0.496305,0.629043,0.421352,0.676806,0.51958,0.217781
Old_EEG__71f0603f__day1____2023.11.28T09.25.58p03.00,71f0603f,6540.0,9524,0.6800816910192642,1.6684522253175984,1889.8893,281.42013709842087,20.37091060104527,True,0.609036,0.542121,0.197423,0.565597,0.389377,0.614786,0.421932
Old_EEG__71f0603f__day1____2023.11.30T17.41.49p03.00,71f0603f,70.0,9531,1.3693331808407154,5.698486575343497,306.41537,46.398527264727775,20.37091060104527,True,0.526365,0.795117,0.210783,0.365789,0.574187,0.692796,0.262047
Old_EEG__71f0603f__day1____2023.11.30T17.41.49p03.00,71f0603f,2380.0,9762,3.3113994140249994,12.089340167670816,274.43185,45.58512626890309,20.37091060104527,True,0.447064,0.805121,0.981095,0.487884,0.690416,0.427183,0.329331
Old_EEG__71f0603f__day1____2023.11.30T17.41.49p03.00,71f0603f,2390.0,9763,2.335669880618761,9.692816175938018,205.86789,33.38045434309586,20.37091060104527,True,0.319827,0.613022,0.99193,0.465248,0.697059,0.326146,0.447969
Old_EEG__71f21142__day1____2024.01.23T17.38.50p03.00,71f21142,1570.0,10056,3.6032823312171933,9.180321876823413,322.58203,53.355375549747755,20.37091060104527,True,0.417921,0.427314,0.799611,0.509084,0.595342,0.618918,0.300214
Old_EEG__71f21142__day1____2024.01.23T17.38.50p03.00,71f21142,3500.0,10249,6.079459955190167,38.38778429771931,200.61047,40.21779867196778,20.37091060104527,True,0.744774,0.586271,0.827217,0.835155,0.534221,0.565784,0.450549
Old_EEG__71f21142__day1____2024.01.23T17.38.50p03.00,71f21142,3610.0,10260,7.867702561134962,35.73558734736847,237.81328,49.40249713852277,20.37091060104527,True,0.406135,0.566513,0.845767,0.826765,0.665207,0.810389,0.414962
Old_EEG__8030618f__day1____2023.12.11T11.51.47p03.00,8030618f,3980.0,10799,3.952130411021761,19.255144197006658,2342.1433,355.05193205066115,20.37091060104527,True,0.30905,0.699701,0.944507,0.888275,0.697059,0.618914,0.665986
Old_EEG__8030618f__day1____2023.12.11T11.51.47p03.00,8030618f,4300.0,10826,3.1054623710948914,10.822340704332285,530.76794,83.36910532552066,20.37091060104527,True,0.342615,0.197206,0.558427,0.644155,0.697059,0.690728,0.378698
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,130.0,10853,1.6357385141342378,10.644654101458018,30816.656,4594.051755342021,20.37091060104527,True,0.295029,0.613649,0.762416,0.457417,0.651704,0.996604,0.313533
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,150.0,10854,1.5883991755128708,10.644654101458018,32828.895,4893.85041056296,20.37091060104527,True,0.205223,0.787909,0.231707,0.350026,0.697059,0.996604,0.299763
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,170.0,10855,1.4782455166491495,10.644654101458018,27399.361,4084.432821579482,20.37091060104527,True,0.238689,0.841277,0.088076,0.632966,0.697059,0.996604,0.299683
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,190.0,10856,1.8002012388662914,10.644654101458018,29255.992,4361.7922986082585,20.37091060104527,True,0.275972,0.946502,0.093359,0.787948,0.697059,0.996604,0.239435
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,210.0,10857,1.6702093933434135,10.644654101458018,32402.162,4830.41831123925,20.37091060104527,True,0.308978,0.946502,0.18252,0.548095,0.697059,0.996604,0.119279
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,230.0,10858,1.4965918656059802,10.644654101458018,19327.3,2881.445997622199,20.37091060104527,True,0.319154,0.946502,0.218525,0.666204,0.697059,0.996604,0.188564
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,240.0,10859,1.4100718018712934,10.644654101458018,28051.637,4181.505960720379,20.37091060104527,True,0.34546,0.946502,0.175354,0.597461,0.697059,0.996604,0.182954
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,250.0,10860,1.5979242805326468,10.644654101458018,24338.955,3628.566821422062,20.37091060104527,True,0.342807,0.946502,0.166195,0.742526,0.697059,0.996604,0.238264
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,270.0,10861,1.4692443066506162,10.644654101458018,16198.11,2415.0294888837375,20.37091060104527,True,0.357768,0.946502,0.259537,0.561449,0.697059,0.996604,0.194443
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,280.0,10862,1.3987109111410359,10.644654101458018,15709.09,2342.0045629222104,20.37091060104527,True,0.366426,0.946502,0.371354,0.619331,0.697059,0.996604,0.240418
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,290.0,10863,1.3956991386705944,10.644654101458018,18961.701,2826.753314948236,20.37091060104527,True,0.382447,0.945651,0.297841,0.511181,0.697059,0.996604,0.219062
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,300.0,10864,1.2755063949866454,10.644654101458018,13595.541,2026.7597483367335,20.37091060104527,True,0.376746,0.946502,0.387676,0.457787,0.697059,0.996604,0.225258
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,320.0,10865,2.5818668651699466,10.644654101458018,13958.689,2083.54093368263,20.37091060104527,True,0.386264,0.946502,0.559961,0.869975,0.697059,0.996604,0.452129
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,380.0,10866,2.166821516994164,12.0298321068304,10351.086,1545.0349314678617,20.37091060104527,True,0.4633,0.868513,0.496506,0.498179,0.697059,0.996604,0.41905
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,420.0,10867,2.554302474895752,18.31213629867246,11333.234,1692.198690591971,20.37091060104527,True,0.468613,0.831167,0.566042,0.236272,0.697059,0.977009,0.251637
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,440.0,10868,3.0191183687549352,32.38865307600723,15649.008,2336.34873070963,20.37091060104527,True,0.49449,0.775891,0.570692,0.163687,0.697059,0.599052,0.24073
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,460.0,10869,1.7015661984959336,12.960715419163723,1267.7336,190.34542263538407,20.37091060104527,True,0.53561,0.801487,0.681181,0.156467,0.697059,0.502306,0.281178
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,470.0,10870,3.696008174500932,19.723362066688633,14192.478,2120.6516614682378,20.37091060104527,True,0.512856,0.751823,0.819734,0.822156,0.696752,0.414642,0.575725
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,530.0,10871,3.075923387382979,21.80598537574802,8567.6455,1281.089485498982,20.37091060104527,True,0.522319,0.755584,0.253884,0.135118,0.697059,0.368742,0.171811
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,540.0,10872,2.134391993029994,22.580844418398648,14165.6875,2113.4801481560744,20.37091060104527,True,0.524289,0.791572,0.326771,0.20697,0.697059,0.63514,0.162052
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,550.0,10873,3.0493146854219746,19.54607786239767,13124.382,1960.1510432833215,20.37091060104527,True,0.415639,0.878556,0.31599,0.395787,0.697059,0.861762,0.218398
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,560.0,10874,1.8753468968615463,10.339813086065739,34097.1,5083.442335981907,20.37091060104527,True,0.389156,0.861278,0.217151,0.24802,0.697059,0.803162,0.141516
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,590.0,10875,2.703521581359819,9.077370821389987,12649.208,1888.629395241568,20.37091060104527,True,0.329152,0.819196,0.783491,0.814216,0.697059,0.706525,0.383666
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,620.0,10876,1.9305441423127623,7.268621952375917,26808.098,3997.234139265266,20.37091060104527,True,0.370355,0.837156,0.238549,0.642503,0.697059,0.798754,0.33302
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,630.0,10877,2.0525185098082575,11.68771411145493,6261.015,935.2363374462826,20.37091060104527,True,0.359222,0.84127,0.764762,0.274033,0.697059,0.65626,0.251625
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,650.0,10878,1.1765618356365615,4.066989023754003,13782.887,2054.479600703156,20.37091060104527,True,0.358118,0.752029,0.292777,0.38546,0.697059,0.600448,0.318264
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,710.0,10879,1.7362221498205932,14.989102642780376,14517.205,2165.058302532415,20.37091060104527,True,0.355162,0.675354,0.436234,0.304274,0.697059,0.670871,0.285724
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,750.0,10880,2.3454695044200915,27.422196592200752,2939.6814,440.83581398354676,20.37091060104527,True,0.408723,0.612016,0.546159,0.366896,0.697059,0.349405,0.302695
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,770.0,10882,1.6912128450694293,14.534663567488685,251.76878,38.909456982724066,20.37091060104527,True,0.570649,0.573556,0.488177,0.150503,0.697059,0.254053,0.306191
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,820.0,10883,2.958186835444353,19.698346166737977,24941.754,3721.1744050578163,20.37091060104527,True,0.466435,0.637077,0.720871,0.463664,0.6959,0.487664,0.583322
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,840.0,10884,3.310384940284246,23.506343150300196,3134.1443,471.78190610826795,20.37091060104527,True,0.467477,0.687576,0.748753,0.753014,0.697059,0.589709,0.631162
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,880.0,10888,2.608140226057681,27.03510293306567,16536.867,2467.834894447379,20.37091060104527,True,0.548289,0.564733,0.522621,0.2721,0.658197,0.600452,0.245729
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,890.0,10889,2.7577885581021824,26.53000491373283,13000.628,1941.1140070114523,20.37091060104527,True,0.406638,0.660298,0.542458,0.332826,0.697059,0.732393,0.259196
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,910.0,10890,1.7531855056905297,24.774873343534935,19580.443,2919.695372328478,20.37091060104527,True,0.423657,0.636843,0.369978,0.207077,0.697059,0.441039,0.23368
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,930.0,10891,1.6215871329572276,10.170901279054844,6614.629,987.060180130401,20.37091060104527,True,0.40414,0.675354,0.592102,0.328355,0.697059,0.56628,0.277496
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,990.0,10897,1.2819842668154382,10.967858812568247,6473.663,965.3600319088482,20.37091060104527,True,0.475795,0.642982,0.467377,0.204999,0.695862,0.432525,0.148244
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1000.0,10898,1.5895832565550934,10.837316178158197,11021.907,1643.8362193246492,20.37091060104527,True,0.450272,0.710475,0.329397,0.240753,0.697059,0.531865,0.155287
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1010.0,10899,1.6416447725008034,14.371346622265373,13860.478,2066.9900476967955,20.37091060104527,True,0.486595,0.60647,0.291848,0.200163,0.697059,0.358846,0.149985
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1020.0,10900,2.0198898836332484,18.064781033785685,10344.703,1543.784664465552,20.37091060104527,True,0.440471,0.664743,0.245602,0.278931,0.697059,0.573876,0.172163
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1030.0,10901,1.4824037470581968,13.928865953079171,5014.25,748.2634906941197,20.37091060104527,True,0.478604,0.660741,0.156056,0.194251,0.697059,0.40589,0.119418
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1040.0,10902,1.0833665143937972,7.733317213163495,5600.571,834.8338979607123,20.37091060104527,True,0.516338,0.606607,0.328716,0.169343,0.697059,0.350622,0.107458
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1050.0,10903,1.3134043520333167,11.347567537029848,4806.576,716.9687296378858,20.37091060104527,True,0.509123,0.66957,0.2571,0.188559,0.697059,0.489247,0.117724
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1060.0,10904,0.765554542423264,1.6902872258479371,5763.4424,858.543328101228,20.37091060104527,True,0.466118,0.624235,0.236807,0.189863,0.697059,0.476455,0.113522
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1070.0,10905,1.1714489255270149,5.630736719538845,1683.0325,251.16059907525272,20.37091060104527,True,0.471519,0.64019,0.133898,0.182839,0.697059,0.406663,0.092248
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1080.0,10906,1.3359019035711523,10.236750279893409,10969.563,1635.5185541416847,20.37091060104527,True,0.491259,0.625912,0.281256,0.218616,0.697059,0.532653,0.103399
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1090.0,10907,0.9438189684012789,6.218421427660429,3149.0383,469.1842638682917,20.37091060104527,True,0.451969,0.636203,0.417338,0.23354,0.697059,0.529984,0.133831
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1100.0,10908,0.7530111079597743,2.9373783660447033,6837.9546,1018.7094255746971,20.37091060104527,True,0.428243,0.604953,0.529073,0.245992,0.697059,0.519396,0.17825
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1110.0,10909,1.8138358340904714,11.872928806522223,958.7496,144.52433795982475,20.37091060104527,True,0.453173,0.623704,0.64549,0.342645,0.697059,0.398087,0.289426
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1120.0,10910,1.7113942803672773,18.835556895136637,1596.5219,239.3665579024378,20.37091060104527,True,0.517507,0.585029,0.311015,0.201248,0.697059,0.346662,0.235826
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1130.0,10911,2.1550554920214795,24.47824513415003,14444.6045,2155.0908144441614,20.37091060104527,True,0.443426,0.628726,0.165775,0.220608,0.697059,0.634642,0.205872
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1140.0,10912,1.8396582040459721,13.436425209214994,11872.877,1771.1699807817288,20.37091060104527,True,0.390396,0.714586,0.221404,0.236194,0.697059,0.725521,0.164844
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1150.0,10913,1.4193999106012238,6.973150454149526,9736.568,1451.9285135411164,20.37091060104527,True,0.386539,0.745106,0.535578,0.254007,0.697059,0.665643,0.190728
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1160.0,10914,1.347081389418489,8.417172105081855,13598.323,2027.319997709785,20.37091060104527,True,0.376786,0.724398,0.489074,0.26255,0.697059,0.700823,0.206392
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1170.0,10915,1.2056889703169222,8.35517442415663,5873.286,875.7271245373437,20.37091060104527,True,0.365182,0.763899,0.462907,0.235022,0.697059,0.596235,0.214215
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1180.0,10916,1.7929022791437055,13.198988242849895,2186.1406,327.4066522172612,20.37091060104527,True,0.439405,0.666027,0.293584,0.215345,0.697059,0.436551,0.213092
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1190.0,10917,1.1113729549301177,6.173323557655575,4515.286,673.1448143296778,20.37091060104527,True,0.453969,0.661494,0.165835,0.211986,0.697059,0.490683,0.174898
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1200.0,10918,0.8789644900673798,3.6346186817993527,6301.0107,938.8081965368522,20.37091060104527,True,0.432246,0.716078,0.438927,0.28256,0.697059,0.541577,0.200174
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1210.0,10919,0.8341539677899588,3.495769938434977,6058.959,902.6427001187707,20.37091060104527,True,0.450464,0.685493,0.3162,0.249626,0.697059,0.515927,0.180518
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1220.0,10920,1.776446062043153,10.928032914864822,9825.798,1465.953781260561,20.37091060104527,True,0.384694,0.794387,0.472887,0.258628,0.697059,0.64978,0.187777
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1230.0,10921,1.179662162837293,7.070860151829965,11697.393,1743.6730455413615,20.37091060104527,True,0.385703,0.818676,0.344907,0.274083,0.697059,0.658632,0.202363
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1240.0,10922,1.1026898134433514,3.7663685659171824,8737.657,1302.4105250926586,20.37091060104527,True,0.391592,0.814919,0.480194,0.299384,0.697059,0.625559,0.22397
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1250.0,10923,1.6800098702072492,12.865874939542417,4784.1865,714.3780804988919,20.37091060104527,True,0.370363,0.807634,0.405878,0.25842,0.697059,0.469664,0.22879
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1260.0,10924,1.544890277232316,9.64674674901547,10852.776,1618.5386989942879,20.37091060104527,True,0.400274,0.769359,0.607246,0.253554,0.697059,0.588943,0.24861
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1270.0,10925,1.3942988381205115,8.311680094099604,6390.4263,953.1833868492872,20.37091060104527,True,0.403972,0.780057,0.791188,0.306833,0.697059,0.555134,0.335189
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1280.0,10926,1.3122272548144163,12.175647295238646,3494.0522,521.3535405612693,20.37091060104527,True,0.393476,0.698361,0.236518,0.243841,0.697059,0.40709,0.288836
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1300.0,10928,0.964560326873897,5.29259450037619,501.24103,74.61051833521836,20.37091060104527,True,0.49264,0.522668,0.203963,0.201349,0.684107,0.29923,0.231012
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1310.0,10929,1.0349444672276396,6.932959088288309,2906.083,433.1607447198852,20.37091060104527,True,0.468414,0.582583,0.36809,0.237138,0.697059,0.387641,0.203931
Old_EEG__8191f1d9__day1____2023.12.22T16.25.50p03.00,8191f1d9,1360.0,10934,0.6278210526365857,2.2432618229595143,571.2095,84.99632209962846,20.37091060104527,True,0.566387,0.511246,0.18024,0.228718,0.614901,0.338214,0.184231
