model_family,run_dir,scaled_reconstruction_mse,scaled_reconstruction_rmse,scaled_reconstruction_mae,scaled_reconstruction_cosine_mean,scaled_reconstruction_cosine_std,raw_reconstruction_mse,raw_reconstruction_rmse,raw_reconstruction_mae,raw_reconstruction_cosine_mean,raw_reconstruction_cosine_std,scaled_real_synthetic_pairwise_mse,scaled_real_synthetic_pairwise_rmse,scaled_real_synthetic_pairwise_mae,scaled_real_synthetic_pairwise_cosine_mean,scaled_real_synthetic_pairwise_cosine_std,scaled_feature_mean_abs_diff_mean,scaled_feature_mean_abs_diff_median,scaled_feature_std_abs_diff_mean,scaled_feature_std_abs_diff_median,raw_real_synthetic_pairwise_mse,raw_real_synthetic_pairwise_rmse,raw_real_synthetic_pairwise_mae,raw_real_synthetic_pairwise_cosine_mean,raw_real_synthetic_pairwise_cosine_std,raw_feature_mean_abs_diff_mean,raw_feature_mean_abs_diff_median,raw_feature_std_abs_diff_mean,raw_feature_std_abs_diff_median
Autoencoder,20260605_133745_ae_pow_plus_eeg_full_pow_plus_eeg_latent32,0.1451946496963501,0.381044157147633,0.1037797331809997,0.7783276438713074,0.1350923180580139,5460170240.0,73892.96475308052,5125.06982421875,0.9998210072517396,0.0069674453698098,1.4103312492370603,1.1875736816034028,0.2495760023593902,0.1054392829537391,0.3493577241897583,0.0310883522033691,0.0266291126608848,0.1488586217164993,0.1167201697826385,77658734592.0,278673.168051752,12982.00390625,0.9997700452804564,0.0018925337353721,696.3134155273438,8.62099838256836,2894.1484375,40.56060028076172
