scaled_reconstruction_mse,scaled_reconstruction_rmse,scaled_reconstruction_mae,scaled_reconstruction_cosine_mean,scaled_reconstruction_cosine_std,raw_reconstruction_mse,raw_reconstruction_rmse,raw_reconstruction_mae,raw_reconstruction_cosine_mean,raw_reconstruction_cosine_std
0.1451946496963501,0.38104415714763307,0.10377973318099976,0.7783276438713074,0.13509231805801392,5460170240.0,73892.96475308052,5125.06982421875,0.9998210072517395,0.006967445369809866
