target_name,target_col,validation,split_id,model,n_train,n_test,n_train_subjects,n_test_subjects,elapsed_s,mae,mse,rmse,r2,pearson,spearman
relaxation,PM.Relaxation.Scaled__mean,groupkfold_subject_fold_5,5,lgbm_reg,36281,9107,42,11,14.223224639892578,0.11670103575207404,0.022430067747934896,0.1497667110807168,0.2823317725972667,0.5543754113329542,0.5060944322764783
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_1,1,hgb_reg,36319,9115,42,11,11.988885879516602,0.05455555926193858,0.005682416928332519,0.07538180767487948,0.27471064231513986,0.5510396722642392,0.3878413929389558
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_1,1,rf_reg,36319,9115,42,11,543.5329978466034,0.051183837099394384,0.005430721542320978,0.07369342943791514,0.3068364062558936,0.556301599294662,0.39526174209704473
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_1,1,lgbm_reg,36319,9115,42,11,9.588738918304443,0.0547636160024123,0.005671503223446876,0.07530938336918498,0.27610364006703014,0.5531699218756679,0.38639650601569175
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_2,2,hgb_reg,36320,9114,42,11,11.77967643737793,0.05783893011707771,0.006235896711163235,0.07896769409805023,0.11710136638679147,0.4047783430522997,0.3517088745415916
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_2,2,rf_reg,36320,9114,42,11,574.4273993968964,0.05890342045679217,0.006378306740572364,0.07986430204147761,0.09693848906506586,0.36742970980319706,0.3085682537033943
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_2,2,lgbm_reg,36320,9114,42,11,9.486930131912231,0.05831844820908813,0.006249404045845302,0.07905317226933592,0.11518895380413863,0.40572469285043183,0.35242284245724353
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_3,3,hgb_reg,36443,8991,43,10,11.86906099319458,0.06597615416280701,0.00835596773067474,0.09141098254955331,0.1918561606965551,0.4473884308567129,0.34088359560092535
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_3,3,rf_reg,36443,8991,43,10,572.8194983005524,0.06785912881309178,0.008805966851494134,0.09384011323253044,0.1483346885100183,0.40994826550035063,0.30903720586733996
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_3,3,lgbm_reg,36443,8991,43,10,9.724533796310425,0.06553204938758232,0.008242793284241342,0.09078983029084998,0.20280177879845052,0.4587305525747633,0.35789365602876755
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_4,4,hgb_reg,36361,9073,43,10,11.61286449432373,0.06847388555867294,0.008235111229416543,0.09074751362663631,0.18088851215178092,0.4354128640966946,0.3927851898247957
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_4,4,rf_reg,36361,9073,43,10,607.455724477768,0.06914969954840046,0.00817175647566535,0.09039776809006597,0.18719014004261325,0.4523403168817019,0.4293601643040212
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_4,4,lgbm_reg,36361,9073,43,10,9.489974021911621,0.06877300954120098,0.008310683455124371,0.0911629500132832,0.1733716642896147,0.4278655441458725,0.39928658399564526
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_5,5,hgb_reg,36293,9141,42,11,11.751000165939331,0.07372612847286614,0.010728620001712232,0.1035790519444556,0.12612972426945146,0.4200573626382898,0.29728971954738553
interest,PM.Interest.Scaled__mean,groupkfold_subject_fold_5,5,rf_reg,36293,9141,42,11,561.4044053554535,0.07025550895073135,0.010477577518359142,0.10236003867896466,0.14657770025451144,0.43094402680555216,0.33019236300101334
